NACA 0008                                       
 Alfa =   2.00000 Re =        0.000 Xflap,Yflap =     0.000000    0.000000
#    x        y        Cp  
   1.00000  0.00000  0.47693
   0.99380  0.00142 -0.03134
   0.98060  0.00263  0.10823
   0.96072  0.00443  0.06119
   0.93800  0.00643  0.03402
   0.91485  0.00841  0.01073
   0.89165  0.01034 -0.00899
   0.86844  0.01222 -0.02631
   0.84522  0.01406 -0.04169
   0.82199  0.01584 -0.05615
   0.79876  0.01758 -0.06950
   0.77552  0.01927 -0.08233
   0.75228  0.02091 -0.09468
   0.72904  0.02250 -0.10665
   0.70580  0.02405 -0.11842
   0.68256  0.02554 -0.12995
   0.65932  0.02699 -0.14166
   0.63608  0.02838 -0.15310
   0.61284  0.02971 -0.16472
   0.58961  0.03099 -0.17639
   0.56638  0.03220 -0.18841
   0.54317  0.03335 -0.20025
   0.51995  0.03443 -0.21284
   0.49675  0.03543 -0.22502
   0.47356  0.03635 -0.23805
   0.45039  0.03719 -0.25103
   0.42722  0.03794 -0.26460
   0.40408  0.03858 -0.27835
   0.38095  0.03912 -0.29258
   0.35785  0.03954 -0.30758
   0.33478  0.03984 -0.32244
   0.31173  0.03999 -0.33850
   0.28873  0.03999 -0.35478
   0.26576  0.03983 -0.37204
   0.24285  0.03948 -0.38969
   0.22001  0.03892 -0.40925
   0.19725  0.03814 -0.42947
   0.17459  0.03710 -0.45091
   0.15206  0.03577 -0.47530
   0.12972  0.03411 -0.50199
   0.10765  0.03205 -0.53279
   0.08598  0.02952 -0.56933
   0.06505  0.02645 -0.61482
   0.04567  0.02279 -0.67225
   0.02963  0.01883 -0.74215
   0.01840  0.01513 -0.81090
   0.01114  0.01195 -0.86056
   0.00636  0.00914 -0.86480
   0.00315  0.00650 -0.76727
   0.00110  0.00388 -0.44215
   0.00011  0.00126  0.20109
   0.00011 -0.00126  0.80309
   0.00110 -0.00388  0.99962
   0.00315 -0.00650  0.87256
   0.00636 -0.00914  0.67060
   0.01114 -0.01195  0.48142
   0.01840 -0.01513  0.32036
   0.02963 -0.01883  0.18867
   0.04567 -0.02279  0.09154
   0.06505 -0.02645  0.02745
   0.08598 -0.02952 -0.01404
   0.10765 -0.03205 -0.04194
   0.12972 -0.03411 -0.06117
   0.15206 -0.03577 -0.07469
   0.17459 -0.03710 -0.08396
   0.19725 -0.03814 -0.09025
   0.22001 -0.03892 -0.09452
   0.24285 -0.03948 -0.09675
   0.26576 -0.03983 -0.09791
   0.28873 -0.03999 -0.09757
   0.31173 -0.03999 -0.09656
   0.33478 -0.03984 -0.09487
   0.35785 -0.03954 -0.09248
   0.38095 -0.03912 -0.08948
   0.40408 -0.03858 -0.08653
   0.42722 -0.03794 -0.08276
   0.45039 -0.03719 -0.07904
   0.47356 -0.03635 -0.07479
   0.49675 -0.03543 -0.07078
   0.51995 -0.03443 -0.06637
   0.54317 -0.03335 -0.06176
   0.56638 -0.03220 -0.05708
   0.58961 -0.03099 -0.05216
   0.61284 -0.02971 -0.04738
   0.63608 -0.02838 -0.04219
   0.65932 -0.02699 -0.03724
   0.68256 -0.02554 -0.03169
   0.70580 -0.02405 -0.02612
   0.72904 -0.02250 -0.02008
   0.75228 -0.02091 -0.01420
   0.77552 -0.01927 -0.00755
   0.79876 -0.01758 -0.00068
   0.82199 -0.01584  0.00747
   0.84522 -0.01406  0.01550
   0.86844 -0.01222  0.02550
   0.89165 -0.01034  0.03629
   0.91485 -0.00841  0.04962
   0.93800 -0.00643  0.06636
   0.96072 -0.00443  0.08549
   0.98060 -0.00263  0.12462
   0.99380 -0.00142 -0.02106
   1.00000  0.00000  0.47693
