NACA 0008
    1.000000       0.000000    
   0.9915735      0.1602150E-02
   0.9771135      0.2952353E-02
   0.9564660      0.4805593E-02
   0.9337083      0.6797507E-02
   0.9106568      0.8761315E-02
   0.8875667      0.1067611E-01
   0.8644658      0.1254110E-01
   0.8413577      0.1435728E-01
   0.8182438      0.1612551E-01
   0.7951251      0.1784637E-01
   0.7720025      0.1952009E-01
   0.7488771      0.2114658E-01
   0.7257499      0.2272538E-01
   0.7026218      0.2425568E-01
   0.6794938      0.2573630E-01
   0.6563669      0.2716568E-01
   0.6332423      0.2854187E-01
   0.6101209      0.2986249E-01
   0.5870039      0.3112477E-01
   0.5638924      0.3232546E-01
   0.5407877      0.3346085E-01
   0.5176911      0.3452674E-01
   0.4946041      0.3551839E-01
   0.4715282      0.3643051E-01
   0.4484653      0.3725715E-01
   0.4254173      0.3799173E-01
   0.4023866      0.3862690E-01
   0.3793757      0.3915447E-01
   0.3563878      0.3956530E-01
   0.3334266      0.3984919E-01
   0.3104967      0.3999462E-01
   0.2876034      0.3998860E-01
   0.2647539      0.3981627E-01
   0.2419571      0.3946055E-01
   0.2192246      0.3890149E-01
   0.1965724      0.3811550E-01
   0.1740225      0.3707415E-01
   0.1516070      0.3574254E-01
   0.1293746      0.3407680E-01
   0.1074047      0.3202072E-01
   0.8584134E-01  0.2950211E-01
   0.6499359E-01  0.2643722E-01
   0.4565746E-01  0.2279251E-01
   0.2960312E-01  0.1882100E-01
   0.1833937E-01  0.1511193E-01
   0.1108274E-01  0.1192675E-01
   0.6318771E-02  0.9116273E-02
   0.3121811E-02  0.6476791E-02
   0.1088862E-02  0.3863778E-02
   0.1121913E-03  0.1252209E-02
   0.1121913E-03 -0.1252209E-02
   0.1088862E-02 -0.3863778E-02
   0.3121811E-02 -0.6476791E-02
   0.6318771E-02 -0.9116273E-02
   0.1108274E-01 -0.1192675E-01
   0.1833937E-01 -0.1511193E-01
   0.2960312E-01 -0.1882100E-01
   0.4565746E-01 -0.2279251E-01
   0.6499359E-01 -0.2643722E-01
   0.8584134E-01 -0.2950211E-01
   0.1074047     -0.3202072E-01
   0.1293746     -0.3407680E-01
   0.1516070     -0.3574254E-01
   0.1740225     -0.3707415E-01
   0.1965724     -0.3811550E-01
   0.2192246     -0.3890149E-01
   0.2419571     -0.3946055E-01
   0.2647539     -0.3981627E-01
   0.2876034     -0.3998860E-01
   0.3104967     -0.3999462E-01
   0.3334266     -0.3984919E-01
   0.3563878     -0.3956530E-01
   0.3793757     -0.3915447E-01
   0.4023866     -0.3862690E-01
   0.4254173     -0.3799173E-01
   0.4484653     -0.3725715E-01
   0.4715282     -0.3643051E-01
   0.4946041     -0.3551839E-01
   0.5176911     -0.3452674E-01
   0.5407877     -0.3346085E-01
   0.5638924     -0.3232546E-01
   0.5870039     -0.3112477E-01
   0.6101209     -0.2986249E-01
   0.6332423     -0.2854187E-01
   0.6563669     -0.2716568E-01
   0.6794938     -0.2573630E-01
   0.7026218     -0.2425568E-01
   0.7257499     -0.2272538E-01
   0.7488771     -0.2114658E-01
   0.7720025     -0.1952009E-01
   0.7951251     -0.1784637E-01
   0.8182438     -0.1612551E-01
   0.8413577     -0.1435728E-01
   0.8644658     -0.1254110E-01
   0.8875667     -0.1067611E-01
   0.9106568     -0.8761315E-02
   0.9337083     -0.6797507E-02
   0.9564660     -0.4805593E-02
   0.9771135     -0.2952353E-02
   0.9915735     -0.1602150E-02
    1.000000       0.000000    
